trade_id,amount,currency
30565,5768,USD
30566,21193,USD
30567,38354,EUR
30568,27165,EUR
30569,26368,EUR
30570,49143,EUR
30571,4904,EUR
30572,27410,GBP
30573,2217,GBP
30574,46092,GBP
30575,35643,EUR
30576,2382,GBP
30577,43064,GBP
30578,1292,USD
30579,9839,USD
30580,14761,GBP
30581,22574,GBP
30582,22378,GBP
30583,28847,EUR
30584,5554,GBP
30585,3413,EUR
30586,23051,EUR
30587,31079,EUR
30588,16268,GBP
30589,15350,USD
30590,33008,USD
30591,5296,EUR
30592,10287,EUR
30593,7406,GBP
30594,8806,GBP
30595,22944,EUR
30596,19679,USD
30597,14766,GBP
30598,30586,EUR
30599,43772,EUR
30600,20744,GBP
30601,27707,EUR
30602,49417,USD
30603,37127,GBP
30604,22410,GBP
30605,23324,GBP
30606,46635,GBP
30607,49155,GBP
30608,49928,GBP
30609,36559,USD
30610,38227,GBP
30611,44553,USD
30612,18178,USD
30613,41107,USD
30614,7977,GBP
30615,8468,USD
30616,36728,EUR
30617,24957,EUR
30618,48357,GBP
30619,33835,GBP
30620,34796,USD
30621,8505,USD
30622,11705,USD
30623,31623,USD
30624,38867,EUR
30625,48878,GBP
30626,40202,EUR
30627,28584,EUR
30628,14790,USD
30629,26517,GBP
30630,4219,GBP
30631,14899,USD
30632,12276,USD
30633,46307,GBP
30634,8812,USD
30635,39045,GBP
30636,4456,GBP
30637,31936,EUR
30638,34274,USD
30639,19773,EUR
30640,10599,GBP
30641,23413,GBP
30642,17832,EUR
30643,35760,USD
30644,45269,GBP
30645,37108,USD
30646,38168,EUR
30647,10846,EUR
30648,17909,USD
30649,47163,GBP
30650,38866,USD
30651,47258,GBP
30652,18571,GBP
30653,29649,EUR
30654,33274,USD
30655,11686,EUR
30656,21925,EUR
30657,31193,GBP
30658,18709,EUR
30659,37861,EUR
30660,42037,USD
30661,49043,USD
30662,32566,USD
30663,30201,EUR
30664,37475,EUR
30665,47523,USD
30666,4107,GBP
30667,5019,GBP
30668,14022,GBP
30669,431,GBP
30670,15400,USD
30671,38374,GBP
30672,1060,EUR
30673,8051,USD
30674,15606,EUR
30675,25102,GBP
30676,33859,USD
30677,2934,EUR
30678,14428,GBP
30679,42120,GBP
30680,49613,EUR
30681,21774,USD
30682,41440,GBP
30683,328,EUR
30684,21809,EUR
30685,8214,USD
30686,41495,USD
30687,12764,GBP
30688,21032,USD
30689,9633,EUR
30690,36845,USD
30691,28864,EUR
30692,19913,EUR
30693,1153,EUR
30694,41509,USD
30695,33143,GBP
30696,43291,EUR
30697,10739,EUR
30698,31051,GBP
30699,15241,EUR
30700,44591,USD
30701,36635,GBP
30702,27286,USD
30703,23270,GBP
30704,37577,EUR
30705,42735,GBP
30706,37069,USD
30707,42276,EUR
30708,46029,EUR
30709,18521,USD
30710,19089,GBP
30711,15645,GBP
30712,12228,GBP
30713,41233,USD
30714,5051,USD
30715,24906,GBP
30716,39559,GBP
30717,532,USD
30718,33240,USD
30719,48559,EUR
30720,1543,EUR
30721,13602,EUR
30722,25941,USD
30723,35491,USD
30724,9778,USD
30725,12578,GBP
30726,25972,EUR
30727,1479,GBP
30728,3525,EUR
30729,9410,USD
30730,42028,EUR
30731,49558,GBP
30732,30730,EUR
30733,21869,USD
30734,48351,EUR
30735,17229,GBP
30736,13247,USD
30737,12451,GBP
30738,8724,EUR
30739,18971,USD
30740,1065,USD
30741,6230,EUR
30742,32331,GBP
30743,30635,GBP
30744,18944,USD
30745,29622,GBP
30746,30407,GBP
30747,14612,EUR
30748,39101,USD
30749,549,GBP
30750,4389,EUR
30751,29099,GBP
30752,40736,USD
30753,46801,USD
30754,7632,EUR
30755,33325,GBP
30756,31061,GBP
30757,21573,USD
30758,26090,EUR
30759,23537,GBP
30760,13210,GBP
30761,10601,EUR
30762,33631,EUR
30763,36794,USD
30764,44984,EUR
30765,23570,EUR
30766,28345,GBP
30767,26507,GBP
30768,23002,GBP
30769,10391,USD
30770,2497,USD
30771,26285,GBP
30772,40489,EUR
30773,38529,GBP
30774,34224,USD
30775,24702,USD
30776,33771,GBP
30777,4292,EUR
30778,39795,USD
30779,38267,EUR
30780,4647,EUR
30781,13246,GBP
30782,36805,EUR
30783,29717,EUR
30784,8330,EUR
30785,10260,USD
30786,46761,EUR
30787,34816,USD
30788,27844,EUR
30789,45924,USD
30790,22879,GBP
30791,8833,USD
30792,11185,GBP
30793,4699,USD
30794,8447,GBP
30795,26300,EUR
30796,18555,GBP
30797,3868,EUR
30798,43845,EUR
30799,32900,EUR
30800,165,USD
30801,30153,GBP
30802,3614,EUR
30803,34663,EUR
30804,8690,GBP
30805,28102,EUR
30806,23090,EUR
30807,13073,EUR
30808,40558,EUR
30809,31429,USD
30810,26620,USD
30811,37857,GBP
30812,9217,EUR
30813,40841,EUR
30814,41731,GBP
30815,9186,GBP
30816,29836,USD
30817,21909,USD
30818,49061,USD
30819,48605,EUR
30820,4330,EUR
30821,41083,GBP
30822,25898,GBP
30823,17545,USD
30824,19680,GBP
30825,31895,USD
30826,7417,USD
30827,37454,GBP
30828,15318,EUR
30829,35971,EUR
30830,4622,GBP
30831,37802,EUR
30832,21539,GBP
30833,34147,EUR
30834,22398,GBP
30835,19160,USD
30836,24330,EUR
30837,45715,EUR
30838,12804,GBP
30839,12000,USD
30840,26868,GBP
30841,1518,EUR
30842,49002,USD
30843,36558,EUR
30844,39846,EUR
30845,45713,EUR
30846,36888,USD
30847,27874,GBP
30848,47365,GBP
30849,27580,EUR
30850,25287,GBP
30851,45205,EUR
30852,12319,GBP
30853,4584,GBP
30854,12228,USD
30855,22224,USD
30856,43524,EUR
30857,49073,USD
30858,21193,EUR
30859,35872,USD
30860,8341,EUR
30861,44105,EUR
30862,15574,USD
30863,49674,EUR
30864,11292,EUR
30865,43039,EUR
30866,35687,EUR
30867,20324,GBP
30868,4422,USD
30869,18229,GBP
30870,8995,GBP
30871,2672,EUR
30872,13272,EUR
30873,38567,GBP
30874,43799,USD
30875,37962,EUR
30876,41321,GBP
30877,45309,USD
30878,5035,EUR
30879,13574,EUR
30880,17199,EUR
30881,18570,USD
30882,28748,EUR
30883,13281,EUR
30884,44397,GBP
30885,46098,USD
30886,25312,USD
30887,43667,USD
30888,29464,EUR
30889,29529,EUR
30890,5144,GBP
30891,4615,EUR
30892,10790,EUR
30893,15497,EUR
30894,43910,EUR
30895,46439,GBP
30896,44203,EUR
30897,3215,EUR
30898,48384,GBP
30899,266,EUR
30900,31166,EUR
30901,42425,GBP
30902,6555,EUR
30903,22753,GBP
30904,48643,GBP
30905,44066,GBP
30906,23314,USD
30907,24439,EUR
30908,23764,EUR
30909,21906,EUR
30910,6785,USD
30911,32140,USD
30912,31060,GBP
30913,37582,EUR
30914,48534,USD
30915,29302,GBP
30916,14265,EUR
30917,41877,USD
30918,21658,USD
30919,47567,GBP
30920,40065,EUR
30921,37803,USD
30922,18461,GBP
30923,32586,GBP
30924,23189,GBP
30925,21118,GBP
30926,37806,GBP
30927,36488,EUR
30928,8697,EUR
30929,7713,GBP
30930,39566,GBP
30931,49712,USD
30932,48150,USD
30933,39350,EUR
30934,19479,GBP
30935,41746,EUR
30936,46095,EUR
30937,9559,EUR
30938,1697,GBP
30939,13908,EUR
30940,35010,USD
30941,13284,GBP
30942,31574,GBP
30943,42228,EUR
30944,23039,EUR
30945,43051,GBP
30946,33044,EUR
30947,47664,EUR
30948,3857,USD
30949,20369,EUR
30950,13260,EUR
30951,43879,EUR
30952,20738,USD
30953,31313,EUR
30954,27723,USD
30955,17727,GBP
30956,28511,USD
30957,34604,EUR
30958,26610,USD
30959,33394,EUR
30960,16824,USD
30961,34549,USD
30962,40314,GBP
30963,936,GBP
30964,28342,EUR
30965,19914,EUR
30966,23133,EUR
30967,39481,USD
30968,44052,EUR
30969,24824,USD
30970,12563,GBP
30971,26388,USD
30972,13485,USD
30973,9715,EUR
30974,20940,GBP
30975,43381,EUR
30976,44150,USD
30977,17239,GBP
30978,4521,USD
30979,4024,EUR
30980,10949,GBP
30981,18231,EUR
30982,30806,GBP
30983,41452,GBP
30984,14005,EUR
30985,6257,EUR
30986,45898,USD
30987,33290,USD
30988,37789,USD
30989,358,EUR
30990,18229,GBP
30991,31507,USD
30992,6916,GBP
30993,17669,EUR
30994,36684,USD
30995,40746,USD
30996,2487,GBP
30997,44022,GBP
30998,45639,USD
30999,40191,USD
31000,12524,GBP
31001,38796,EUR
31002,2797,GBP
31003,18009,USD
31004,14937,EUR
31005,32412,USD
31006,42064,EUR
31007,29897,GBP
31008,21695,EUR
31009,36676,EUR
31010,29655,EUR
31011,36867,USD
31012,21670,GBP
31013,48002,GBP
31014,33687,USD
31015,8972,GBP
31016,13983,USD
31017,7753,EUR
31018,38926,GBP
31019,3322,USD
31020,10768,EUR
31021,6709,USD
31022,29669,USD
31023,4593,USD
31024,2533,EUR
31025,34856,GBP
31026,20403,USD
31027,34148,GBP
31028,32003,GBP
31029,12055,USD
31030,32750,EUR
31031,44968,EUR
31032,46129,GBP
31033,45751,GBP
31034,27706,USD
31035,21852,GBP
31036,8855,USD
31037,29666,EUR
31038,28266,GBP
31039,24766,USD
31040,27811,GBP
31041,42538,USD
31042,40526,GBP
31043,11927,EUR
31044,43174,GBP
31045,1144,USD
31046,49920,USD
31047,46427,USD
31048,15113,EUR
31049,3250,GBP
31050,36157,EUR
31051,21193,GBP
31052,42155,USD
31053,4112,USD
31054,2362,USD
31055,9272,GBP
31056,30302,EUR
31057,11866,EUR
31058,26600,USD
31059,2544,USD
31060,32583,USD
31061,48415,USD
31062,33250,USD
31063,34328,USD
31064,1165,USD
31065,7277,GBP
31066,16909,EUR
31067,5593,USD
31068,7470,GBP
31069,46107,USD
31070,35805,EUR
31071,45658,EUR
31072,28216,EUR
31073,9814,GBP
31074,7925,USD
31075,44092,EUR
31076,32488,GBP
31077,40580,EUR
31078,16582,EUR
31079,44998,USD
31080,19309,GBP
31081,23256,USD
31082,25998,GBP
31083,39154,USD
31084,2085,USD
31085,11927,GBP
31086,24691,EUR
31087,12208,USD
31088,35928,USD
31089,32965,GBP
31090,5833,GBP
31091,9140,USD
31092,35018,EUR
31093,32544,USD
31094,8689,USD
31095,44972,GBP
31096,2959,EUR
31097,46728,USD
31098,16054,USD
31099,38534,GBP
31100,9922,USD
31101,12594,EUR
31102,39687,GBP
31103,30818,EUR
31104,20269,GBP
31105,43829,USD
31106,9635,GBP
31107,26764,EUR
31108,11274,GBP
31109,8539,GBP
31110,32177,EUR
31111,9682,EUR
31112,43502,GBP
31113,6385,GBP
31114,1980,EUR
31115,12245,EUR
31116,2104,GBP
31117,715,EUR
31118,28818,GBP
31119,31508,GBP
31120,25137,GBP
31121,7537,GBP
31122,49794,USD
31123,1366,EUR
31124,3793,EUR
31125,7436,GBP
31126,21969,USD
31127,2087,USD
31128,28025,GBP
31129,34226,EUR
31130,3897,GBP
31131,37023,USD
31132,43704,GBP
31133,44655,GBP
31134,28920,USD
31135,17644,GBP
31136,14124,USD
31137,5599,GBP
31138,33195,GBP
31139,6514,USD
31140,30580,EUR
31141,37192,GBP
31142,20688,EUR
31143,36465,USD
31144,23129,EUR
31145,18569,USD
31146,25506,EUR
31147,25988,USD
31148,39819,GBP
31149,5750,USD
31150,31005,GBP
31151,9453,GBP
31152,27593,EUR
31153,11524,EUR
31154,28501,GBP
31155,35974,GBP
31156,42978,EUR
31157,2748,EUR
31158,49634,EUR
31159,49765,USD
31160,13183,GBP
31161,43415,GBP
31162,24897,USD
31163,38697,GBP
31164,39342,GBP
31165,18172,GBP
31166,8558,EUR
31167,48269,GBP
31168,14762,EUR
31169,7306,EUR
31170,3255,USD
31171,32854,EUR
31172,43931,USD
31173,46649,USD
31174,29899,USD
31175,27275,USD
31176,4994,GBP
31177,33505,USD
31178,46826,GBP
31179,21690,GBP
31180,44911,EUR
31181,23703,GBP
31182,41142,USD
31183,4038,EUR
31184,8576,EUR
31185,3134,EUR
31186,32068,GBP
31187,27755,USD
31188,37475,GBP
31189,39666,GBP
31190,17599,USD
31191,29271,USD
31192,9140,GBP
31193,38055,USD
31194,45725,USD
31195,42696,EUR
31196,5139,USD
31197,38629,USD
31198,8766,USD
31199,890,USD
31200,46323,EUR
31201,31572,EUR
31202,15329,GBP
31203,14935,EUR
31204,39810,USD
31205,46445,GBP
31206,18389,EUR
31207,38935,USD
31208,10410,EUR
31209,21024,GBP
31210,10596,USD
31211,34594,EUR
31212,16031,GBP
31213,38705,EUR
31214,23907,GBP
31215,150,USD
31216,34202,EUR
31217,38539,USD
31218,43074,EUR
31219,25429,USD
31220,42977,EUR
31221,101,USD
31222,3932,EUR
31223,17669,GBP
31224,2378,EUR
31225,2348,GBP
31226,34529,EUR
31227,8066,GBP
31228,36532,EUR
31229,14441,USD
31230,12414,EUR
31231,49730,EUR
31232,20090,USD
31233,18367,GBP
31234,33040,GBP
31235,18262,EUR
31236,39725,GBP
31237,2880,EUR
31238,2897,GBP
31239,20622,USD
31240,7720,EUR
31241,2253,USD
31242,5797,EUR
31243,27397,USD
31244,46409,GBP
31245,47359,USD
31246,49186,USD
31247,21072,GBP
31248,18665,GBP
31249,48632,GBP
31250,15753,EUR
31251,36493,GBP
31252,7952,USD
31253,18901,GBP
31254,6268,USD
31255,20074,USD
31256,35695,USD
31257,27710,GBP
31258,31752,USD
31259,47487,USD
31260,45741,GBP
31261,20297,USD
31262,6022,GBP
31263,21286,GBP
31264,15462,GBP
31265,32348,USD
31266,45189,GBP
31267,2076,USD
31268,31867,USD
31269,42428,GBP
31270,32448,GBP
31271,40946,EUR
31272,13003,EUR
31273,19811,GBP
31274,45750,GBP
31275,19204,EUR
31276,19652,GBP
31277,39923,USD
31278,29701,USD
31279,17247,USD
31280,28569,USD
31281,37388,GBP
31282,23540,USD
31283,23882,GBP
31284,17295,USD
31285,30559,EUR
31286,1068,USD
31287,6097,EUR
31288,48642,EUR
31289,3256,USD
31290,30035,GBP
31291,28487,GBP
31292,11485,USD
31293,41205,USD
31294,36554,USD
31295,8348,EUR
31296,47662,USD
31297,45675,USD
31298,20159,GBP
31299,43866,USD
31300,13485,GBP
31301,34758,USD
31302,20112,USD
31303,21845,GBP
31304,3706,USD
31305,8541,EUR
31306,12513,EUR
31307,6954,EUR
31308,42722,GBP
31309,12477,GBP
31310,17087,USD
31311,10435,USD
31312,45936,GBP
31313,46236,USD
31314,20278,USD
31315,19304,GBP
31316,25580,USD
31317,384,GBP
31318,41453,EUR
31319,6595,GBP
31320,22599,USD
31321,18100,EUR
31322,31403,GBP
31323,39195,USD
31324,34969,EUR
31325,43060,GBP
31326,9833,GBP
31327,43473,USD
31328,10148,USD
31329,9658,EUR
31330,23152,GBP
31331,2120,EUR
31332,29813,EUR
31333,22847,USD
31334,22127,USD
31335,43607,EUR
31336,29907,USD
31337,2511,GBP
31338,15999,USD
31339,27103,USD
31340,21042,GBP
31341,37406,EUR
31342,19341,GBP
31343,24175,EUR
31344,28523,EUR
31345,19649,USD
31346,40268,EUR
31347,9345,USD
31348,39166,USD
31349,31704,GBP
31350,21067,USD
31351,11948,EUR
31352,4144,GBP
31353,30367,USD
31354,45264,GBP
31355,30440,USD
31356,11278,EUR
31357,45329,GBP
31358,29041,EUR
31359,33501,USD
31360,38157,GBP
31361,933,USD
31362,11939,EUR
31363,42100,GBP
31364,16153,EUR
31365,5087,EUR
31366,39416,GBP
31367,8649,USD
31368,3368,EUR
31369,10182,EUR
31370,17534,EUR
31371,9405,GBP
31372,6089,EUR
31373,8665,GBP
31374,9533,GBP
31375,12191,GBP
31376,9399,USD
31377,1316,USD
31378,14255,USD
31379,10786,USD
31380,15421,USD
31381,21065,USD
31382,46938,EUR
31383,15106,EUR
31384,40695,USD
31385,9856,GBP
31386,20261,GBP
31387,20478,EUR
31388,43251,GBP
31389,11649,EUR
31390,5138,USD
31391,28046,EUR
31392,13926,EUR
31393,25199,USD
31394,18781,EUR
31395,600,EUR
31396,13979,EUR
31397,39867,GBP
31398,40372,EUR
31399,39184,GBP
31400,30954,USD
31401,32519,GBP
31402,39325,EUR
31403,33711,USD
31404,17165,GBP
31405,13886,EUR
31406,18074,GBP
31407,20553,USD
31408,28685,USD
31409,1331,EUR
31410,44788,EUR
31411,1449,EUR
31412,48120,USD
31413,20372,EUR
31414,29560,USD
31415,12592,GBP
31416,2359,USD
31417,27909,GBP
31418,49585,GBP
31419,10082,GBP
31420,22569,GBP
31421,45280,GBP
31422,22841,GBP
31423,42417,EUR
31424,26212,USD
31425,30115,USD
31426,28669,USD
31427,30690,USD
31428,34934,EUR
31429,12015,GBP
31430,1400,USD
31431,7032,GBP
31432,34153,EUR
31433,24647,GBP
31434,1790,USD
31435,4040,GBP
31436,45963,USD
31437,24175,GBP
31438,24196,EUR
31439,1950,USD
31440,4121,GBP
31441,39646,GBP
31442,25344,EUR
31443,47318,EUR
31444,11715,EUR
31445,47051,USD
31446,36505,GBP
31447,21502,EUR
31448,17581,GBP
31449,39274,EUR
31450,33916,EUR
31451,20513,GBP
31452,9012,EUR
31453,32882,EUR
31454,669,USD
31455,7419,EUR
31456,24636,EUR
31457,34891,GBP
31458,12159,USD
31459,1143,EUR
31460,2084,EUR
31461,10692,GBP
31462,43215,USD
31463,46590,EUR
31464,27730,USD
31465,451,EUR
31466,445,USD
31467,36382,GBP
31468,10967,EUR
31469,8968,USD
31470,26273,USD
31471,14261,EUR
31472,44699,EUR
31473,45726,USD
31474,42062,GBP
31475,39477,GBP
31476,40918,GBP
31477,47279,EUR
31478,41124,USD
31479,27747,USD
31480,19065,EUR
31481,49080,USD
31482,12112,GBP
31483,10368,GBP
31484,11662,GBP
31485,29095,EUR
31486,33878,EUR
31487,29123,GBP
31488,7287,USD
31489,13062,EUR
31490,8227,GBP
31491,41803,EUR
31492,10795,EUR
31493,17193,GBP
31494,1436,USD
31495,30413,EUR
31496,878,GBP
31497,30338,USD
31498,35957,USD
31499,12198,GBP
31500,5392,EUR
31501,42044,EUR
31502,18857,GBP
31503,24875,USD
31504,31441,USD
31505,8335,USD
31506,9740,EUR
31507,43498,EUR
31508,31698,USD
31509,41167,USD
31510,31365,USD
31511,20187,EUR
31512,20949,GBP
31513,9174,GBP
31514,44868,USD
31515,32472,GBP
31516,40210,USD
31517,7053,GBP
31518,3010,USD
31519,19224,USD
31520,46036,EUR
31521,28016,GBP
31522,9551,GBP
31523,15945,USD
31524,17491,EUR
31525,21291,USD
31526,18877,GBP
31527,15333,GBP
31528,4868,EUR
31529,282,USD
31530,4690,EUR
31531,34074,USD
31532,37445,USD
31533,26981,EUR
31534,31993,EUR
31535,7789,GBP
31536,3599,GBP
31537,36777,EUR
31538,12531,EUR
31539,2317,USD
31540,29483,EUR
31541,21776,EUR
31542,22648,GBP
31543,25063,EUR
31544,9850,EUR
31545,47321,EUR
31546,12552,EUR
31547,29644,GBP
31548,43615,EUR
31549,28214,GBP
31550,31406,GBP
31551,43913,GBP
31552,27322,USD
31553,25696,GBP
31554,2601,EUR
31555,47252,USD
31556,9832,EUR
31557,28161,EUR
31558,22557,GBP
31559,7047,EUR
31560,19455,USD
31561,594,USD
31562,27895,EUR
31563,40726,GBP
31564,35256,GBP
31565,2094,GBP
31566,32842,GBP
31567,24915,USD
31568,2527,EUR
31569,40433,GBP
31570,13320,EUR
31571,47952,GBP
31572,49577,GBP
31573,21523,USD
31574,21482,GBP
31575,15038,USD
31576,9465,EUR
31577,6751,GBP
31578,10046,USD
31579,23585,EUR
31580,13807,USD
31581,42078,GBP
31582,6077,GBP
31583,27531,GBP
31584,48574,EUR
31585,18892,USD
31586,6344,EUR
31587,49043,GBP
31588,21137,GBP
31589,5461,GBP
31590,27706,EUR
31591,35639,EUR
31592,14579,EUR
31593,5604,GBP
31594,39579,EUR
31595,38613,USD
31596,20739,GBP
31597,5483,USD
31598,45845,EUR
31599,20909,GBP
31600,22855,EUR
31601,42632,GBP
31602,30231,GBP
31603,21621,USD
31604,36699,EUR
31605,19216,EUR
31606,1891,USD
31607,5447,GBP
31608,41250,EUR
31609,22632,GBP
31610,32794,EUR
31611,26888,GBP
31612,11625,EUR
31613,44625,USD
31614,15283,GBP
31615,13579,GBP
31616,47820,GBP
31617,21433,EUR
31618,43120,EUR
31619,42336,GBP
31620,43337,USD
31621,48901,USD
31622,3753,GBP
31623,45464,USD
31624,26258,EUR
31625,42962,EUR
31626,46977,GBP
31627,17267,USD
31628,32160,GBP
31629,34636,GBP
31630,25410,GBP
31631,48420,EUR
31632,19143,USD
31633,19077,GBP
31634,48677,GBP
31635,37159,GBP
31636,2276,USD
31637,40374,GBP
31638,12962,USD
31639,45598,USD
31640,49137,GBP
31641,40143,GBP
31642,46568,GBP
31643,5795,USD
31644,22536,GBP
31645,17043,GBP
31646,45565,USD
31647,21303,USD
31648,9619,EUR
31649,7409,GBP
31650,7012,GBP
31651,42907,GBP
31652,46380,USD
31653,31335,GBP
31654,29358,EUR
31655,36656,USD
31656,10906,GBP
31657,15298,EUR
31658,16114,USD
31659,31762,GBP
31660,38190,USD
31661,2312,GBP
31662,47986,USD
31663,32938,USD
31664,41743,USD
31665,11185,USD
31666,21588,GBP
31667,42530,EUR
31668,22216,GBP
31669,30583,GBP
31670,27725,GBP
31671,20292,GBP
31672,49227,GBP
31673,37107,GBP
31674,28381,EUR
31675,9084,GBP
31676,42107,GBP
31677,21980,USD
31678,14716,GBP
31679,252,USD
31680,18922,GBP
31681,40708,EUR
31682,30387,GBP
31683,11842,GBP
31684,20368,USD
31685,30754,USD
31686,37195,GBP
31687,19527,EUR
31688,13668,USD
31689,18310,EUR
31690,39008,USD
31691,49429,EUR
31692,34974,EUR
31693,23177,GBP
31694,6032,EUR
31695,11396,EUR
31696,4694,USD
31697,21200,USD
31698,46010,USD
31699,10809,EUR
31700,7887,EUR
31701,7311,USD
31702,36459,GBP
31703,11473,USD
31704,19861,EUR
31705,40349,GBP
31706,1260,EUR
31707,7656,GBP
31708,13931,GBP
31709,3003,USD
31710,47765,GBP
31711,26396,USD
31712,22647,USD
31713,21551,EUR
31714,6288,EUR
31715,46696,GBP
31716,41778,GBP
31717,27920,GBP
31718,27320,GBP
31719,24622,USD
31720,33516,GBP
31721,28602,USD
31722,11105,EUR
31723,1489,GBP
31724,9264,EUR
31725,44668,GBP
31726,14718,EUR
31727,10026,GBP
31728,46056,USD
31729,23993,EUR
31730,6114,EUR
31731,18397,GBP
31732,28386,USD
31733,1243,GBP
31734,7249,USD
31735,9216,GBP
31736,46314,GBP
31737,5672,GBP
31738,31917,GBP
31739,23133,USD
31740,39237,EUR
31741,11446,EUR
31742,18489,GBP
31743,2001,GBP
31744,11980,GBP
31745,12217,EUR
31746,49727,USD
31747,26617,GBP
31748,30088,USD
31749,38586,EUR
31750,10486,EUR
31751,39808,USD
31752,37692,USD
31753,12808,USD
31754,42706,EUR
31755,15934,GBP
31756,20284,USD
31757,2911,USD
31758,15775,EUR
31759,39369,EUR
31760,2127,EUR
31761,37170,EUR
31762,17330,USD
31763,19346,GBP
31764,10299,USD
31765,27777,EUR
31766,10125,GBP
31767,6391,EUR
31768,24330,USD
31769,28169,GBP
31770,41949,EUR
31771,31267,EUR
31772,5911,USD
31773,20334,USD
31774,9019,EUR
31775,44988,EUR
31776,41780,USD
31777,17444,USD
31778,33907,EUR
31779,31634,EUR
31780,23036,EUR
31781,23284,USD
31782,6656,USD
31783,24602,EUR
31784,46951,GBP
31785,40927,EUR
31786,6560,GBP
31787,20262,EUR
31788,6109,USD
31789,37034,EUR
31790,43345,USD
31791,39037,USD
31792,19314,EUR
31793,26910,EUR
31794,5432,GBP
31795,17626,EUR
31796,13765,EUR
31797,13046,GBP
31798,32627,GBP
31799,17914,USD
31800,11589,GBP
31801,17964,GBP
31802,46650,USD
31803,7221,EUR
31804,27989,USD
31805,42708,GBP
31806,7526,EUR
31807,35419,USD
31808,19567,GBP
31809,22762,EUR
31810,1555,EUR
31811,48990,GBP
31812,43189,USD
31813,6494,GBP
31814,15351,EUR
31815,5240,GBP
31816,14991,USD
31817,7192,USD
31818,40183,USD
31819,36575,USD
31820,7385,USD
31821,7805,GBP
31822,1034,USD
31823,2979,USD
31824,44699,GBP
31825,26362,GBP
31826,42252,EUR
31827,33636,EUR
31828,29113,GBP
31829,38807,GBP
31830,39911,USD
31831,46053,USD
31832,20385,EUR
31833,20724,EUR
31834,33710,GBP
31835,30040,USD
31836,7087,EUR
31837,30221,USD
31838,48615,GBP
31839,14275,GBP
31840,21003,GBP
31841,13117,GBP
31842,19672,GBP
31843,9069,EUR
31844,24823,GBP
31845,16498,EUR
31846,30631,USD
31847,32512,EUR
31848,37335,USD
31849,38135,EUR
31850,9227,EUR
31851,15355,USD
31852,45187,GBP
31853,44308,USD
31854,8051,GBP
31855,45475,EUR
31856,35465,USD
31857,42263,USD
31858,44986,GBP
31859,21836,GBP
31860,8880,GBP
31861,43572,EUR
31862,22682,GBP
31863,36797,EUR
31864,17230,USD
31865,5734,GBP
31866,17875,GBP
31867,34544,USD
31868,1971,GBP
31869,44853,GBP
31870,30053,GBP
31871,18666,EUR
31872,40525,USD
31873,46515,USD
31874,21004,EUR
31875,16481,GBP
31876,9749,USD
31877,28503,GBP
31878,17054,USD
31879,33772,USD
31880,10379,EUR
31881,6050,USD
31882,41324,EUR
31883,28705,GBP
31884,45128,GBP
31885,46559,GBP
31886,40162,USD
31887,11753,GBP
31888,23571,USD
31889,34645,USD
31890,2357,GBP
31891,30202,EUR
31892,26375,GBP
31893,7394,EUR
31894,5694,USD
31895,4729,GBP
31896,31442,EUR
31897,14804,GBP
31898,32434,EUR
31899,45459,EUR
31900,10087,GBP
31901,40670,GBP
31902,1731,GBP
31903,2679,EUR
31904,32617,EUR
31905,14699,EUR
31906,37175,GBP
31907,823,EUR
31908,40717,EUR
31909,6600,EUR
31910,19654,GBP
31911,33680,EUR
31912,31667,EUR
31913,2117,GBP
31914,33917,EUR
31915,14399,EUR
31916,46414,USD
31917,3061,EUR
31918,29683,EUR
31919,38995,GBP
31920,5043,USD
31921,826,EUR
31922,49973,GBP
31923,25854,EUR
31924,49439,GBP
31925,40705,GBP
31926,8722,USD
31927,12904,EUR
31928,26206,USD
31929,38294,USD
31930,8673,GBP
31931,39363,EUR
31932,11246,GBP
31933,17952,USD
31934,3276,EUR
31935,13061,GBP
31936,14083,GBP
31937,34679,EUR
31938,38656,GBP
31939,43295,GBP
31940,44025,EUR
31941,32568,GBP
31942,40748,GBP
31943,49283,EUR
31944,1354,EUR
31945,6274,EUR
31946,5861,EUR
31947,32982,GBP
31948,30745,EUR
31949,3380,USD
31950,34013,EUR
31951,21377,EUR
31952,14507,USD
31953,45141,GBP
31954,13834,USD
31955,34977,GBP
31956,40690,GBP
31957,6988,EUR
31958,9083,EUR
31959,6907,EUR
31960,23439,GBP
31961,18421,EUR
31962,23798,GBP
31963,44712,EUR
31964,44295,GBP
31965,26711,USD
31966,2542,GBP
31967,35982,GBP
31968,17319,USD
31969,15981,GBP
31970,8412,USD
31971,37073,USD
31972,49749,EUR
31973,9933,EUR
31974,6258,EUR
31975,458,EUR
31976,42091,USD
31977,35798,GBP
31978,6438,USD
31979,26198,EUR
31980,47207,USD
31981,23459,EUR
31982,43418,GBP
31983,48302,USD
31984,23795,EUR
31985,13919,USD
31986,27183,USD
31987,10056,GBP
31988,44594,EUR
31989,34604,GBP
31990,6022,USD
31991,22718,EUR
31992,41860,USD
31993,17530,EUR
31994,49553,GBP
31995,40676,USD
31996,15195,USD
31997,48490,USD
31998,23054,USD
31999,19057,EUR
32000,10754,GBP
32001,44993,EUR
32002,5633,GBP
32003,29578,EUR
32004,44077,GBP
32005,30941,EUR
32006,4877,EUR
32007,13625,GBP
32008,28702,USD
32009,45172,USD
32010,22891,GBP
